,Title,type,subway,check,score_Кухня,score_Интерьер,score_Сервис,votes,district
7561,Dickens Pub,Паб,"Садовая, Сенная Площадь, Технологический Институт, Спасская",1200.0,8.0,8.1,7.7,74.0,distr_others
7563,Parc,Ресторан,Московская,3000.0,8.0,8.0,8.0,1.0,distr_others
7566,Астерия,Ресторан,"Садовая, Сенная Площадь, Спасская",1100.0,8.8,8.0,7.7,7.0,distr_others
7567,Pho'n'Roll Сafe,Кафе,"Площадь Восстания, Маяковская",700.0,8.3,8.4,8.2,72.0,distr_others
7569,Hitch,Ресторан,"Московская, Парк Победы",1500.0,7.8,7.9,7.9,34.0,distr_others
7571,Данини,Ресторан,undefined,1300.0,8.2,8.2,6.2,2.0,distr_others
7573,Лисья нора,Ресторан,undefined,950.0,8.3,7.9,7.3,21.0,distr_others
7574,Olivetto,Ресторан,"Маяковская, Площадь Восстания",2000.0,9.1,6.5,8.1,4.0,distr_others
7576,Papa Pizziano,Пиццерия,Новочеркасская,1200.0,7.7,7.9,7.2,37.0,distr_others
7578,Рим,Ресторан,"Садовая, Сенная Площадь, Спасская",1350.0,8.3,6.4,8.6,12.0,distr_others
7580,Буше,Кафе,"Маяковская, Площадь Восстания",300.0,6.9,7.7,6.9,34.0,distr_others
7581,Doris Local,Кофейня,"Площадь Восстания, Маяковская",300.0,6.1,7.3,5.8,3.0,distr_others
7582,La Presse,Ресторан,"Маяковская, Площадь Восстания",1250.0,7.3,8.2,8.3,49.0,distr_others
7585,Веселидзе,Ресторан,"Площадь Восстания, Маяковская, Чернышевская",1100.0,8.0,6.9,7.3,24.0,distr_others
7588,Гранд Петергоф СПА Отель,Банкетный зал,undefined,1350.0,7.8,7.9,7.0,9.0,distr_others
7591,Романс-кафе,Ресторан,undefined,1500.0,7.6,7.4,7.2,14.0,distr_others
7592,Усадьба,Ресторан,undefined,1050.0,5.9,4.2,4.9,8.0,distr_others
7593,Империя,Банкетный зал,Площадь Ленина,1050.0,7.7,8.0,7.0,32.0,distr_others
7594,Metropolis Kitchen & Bar,Ресторан,Площадь Александра Невского,1100.0,6.2,7.1,7.1,15.0,distr_others
7595,Аларчин мост,Кафе,"Садовая, Сенная Площадь, Спасская",600.0,7.6,7.7,5.4,9.0,distr_others
7596,Прекрасная Зеленая,Кафе,"Гостиный Двор, Чернышевская, Маяковская, Площадь Восстания",550.0,7.8,8.3,6.8,10.0,distr_others
7600,Mizu,Ресторан,undefined,1300.0,6.5,7.8,6.4,4.0,distr_others
7602,Хан Бай,Ресторан,"Ломоносовская, Улица Дыбенко",900.0,7.2,7.2,6.4,9.0,distr_others
7603,1010 Cafe,Ресторан,undefined,1300.0,4.6,7.3,6.3,2.0,distr_others
7606,Pizza Parmesan,Служба доставки,Ленинский Проспект,650.0,6.6,7.7,6.2,36.0,distr_others
7607,Any Pasta,Кафе,"Невский Проспект, Гостиный Двор, Адмиралтейская",1200.0,5.3,6.6,6.3,14.0,distr_others
7608,Der Spieler,Ресторан,"Садовая, Сенная Площадь, Спасская",1100.0,6.4,7.0,5.6,10.0,distr_others
7609,Гранд-кафе Игора,Ресторан,undefined,1000.0,6.3,6.6,5.4,6.0,distr_others
7610,Duck and Drake,Ресторан,undefined,1100.0,5.9,6.6,5.7,4.0,distr_others
7611,Такао,Ресторан,Проспект Большевиков,1000.0,4.5,5.2,3.6,38.0,distr_others
7614,Sasha’s Bar,Ресторан,Озерки,1200.0,7.2,7.5,5.9,7.0,distr_others
7615,Е.Д.А. и кофе,Ресторан,Площадь Ленина,600.0,0.0,0.0,0.0,1.0,distr_others
7616,ВеранДа,Кафе,Нарвская,600.0,0.0,0.0,0.0,11.0,distr_others
7618,Ранчо Grill & Bar,Ресторан,Московская,1400.0,0.0,0.0,0.0,7.0,distr_others
7619,Африка,Кафе,"Лиговский Проспект, Обводный канал",500.0,4.7,4.0,5.7,4.0,distr_others
7621,Золотой двор,Ресторан,Ломоносовская,700.0,0.0,0.0,0.0,2.0,distr_others
7627,Pizza Sushi Wok,Кафе,"Садовая, Спасская, Сенная Площадь",800.0,0.0,0.0,0.0,2.0,distr_others
7628,Трактир,Кафе,Черная Речка,1100.0,0.0,0.0,0.0,2.0,distr_others
7629,Голодный волк,Кафе,"Академическая, Гражданский Проспект",700.0,8.8,7.2,7.4,3.0,distr_others
7631,Ваша кухня,Ресторан,"Ленинский Проспект, Автово",1400.0,0.0,0.0,0.0,5.0,distr_others
7632,Джулия,Ресторан,"Лиговский Проспект, Обводный канал",900.0,0.0,0.0,0.0,3.0,distr_others
7633,Лендок,Кафе,"Спасская, Сенная Площадь, Садовая",900.0,0.0,0.0,0.0,1.0,distr_others
7634,Du Nord 1834 кондитерская,Ресторан,"Маяковская, Площадь Восстания",950.0,7.8,7.8,6.9,125.0,distr_others
7635,Квартал,Кафе,Московская,800.0,0.0,0.0,0.0,2.0,distr_others
7638,Kaprize,Кафе,"Садовая, Спасская, Сенная Площадь",900.0,0.0,0.0,0.0,2.0,distr_others
7640,На Елагином,Кафе,undefined,700.0,0.0,0.0,0.0,2.0,distr_others
7641,Sarang,Ресторан,Проспект Ветеранов,700.0,8.5,7.1,8.3,5.0,distr_others
7644,Месье Круассан,Кафе,Девяткино,600.0,6.1,8.0,7.1,15.0,distr_others
7645,BBQ,Ресторан,Девяткино,1300.0,7.3,7.7,6.3,23.0,distr_others
7647,Black Beer,Паб,Кировский Завод,900.0,0.0,0.0,0.0,3.0,distr_others
7648,Барбарис,Кафе,Адмиралтейская,300.0,0.0,0.0,0.0,1.0,distr_others
7649,Buona Cucina,Кафе,Ленинский Проспект,1000.0,4.7,6.2,4.8,5.0,distr_others
7651,Cup in Cup,Кофейня,"Садовая, Сенная Площадь, Спасская",300.0,0.0,0.0,0.0,4.0,distr_others
7652,Waveget,Служба доставки,"Садовая, Адмиралтейская",600.0,0.0,0.0,0.0,1.0,distr_others
7654,Кунжут,Кафе,Ломоносовская,400.0,0.0,0.0,0.0,1.0,distr_others
7655,La Palla,Кафе,Кировский Завод,800.0,0.0,0.0,0.0,2.0,distr_others
7657,Loft Garden Cafe,Кафе,"Лиговский Проспект, Обводный канал",600.0,0.0,0.0,0.0,1.0,distr_others
7659,Мистер Шницель,Кафе,"Площадь Восстания, Площадь Александра Невского",600.0,0.0,0.0,0.0,2.0,distr_others
7661,Челси,Паб,Ленинский Проспект,650.0,0.0,0.0,0.0,1.0,distr_others
7662,Агдам,Ресторан,Парнас,800.0,0.0,0.0,0.0,3.0,distr_others
7663,Александрия-Петергоф,Ресторан,undefined,800.0,0.0,0.0,0.0,3.0,distr_others
7665,Анталия,Кафе,"Садовая, Сенная Площадь, Спасская",800.0,0.0,0.0,0.0,1.0,distr_others
7667,Каскад,Ресторан,undefined,1100.0,0.0,0.0,0.0,1.0,distr_others
7668,Гостиная,Ресторан,Площадь Восстания,1200.0,0.0,0.0,0.0,2.0,distr_others
7669,Cat's,Кафе,"Маяковская, Площадь Восстания",700.0,0.0,0.0,0.0,2.0,distr_others
7670,Complimento,Ресторан,undefined,1200.0,0.0,0.0,0.0,1.0,distr_others
7671,Ken Kesey,Кафе,Балтийская,500.0,0.0,0.0,0.0,1.0,distr_others
7672,Comedy Cafe,Кафе,"Электросила, Бухарестская",850.0,0.0,0.0,0.0,3.0,distr_others
7673,Check Point Cafe,Кафе,"Садовая, Сенная Площадь, Спасская",150.0,0.0,0.0,0.0,2.0,distr_others
7674,Chalet Royale,Ресторан,undefined,1000.0,0.0,0.0,0.0,4.0,distr_others
7675,Лехаим,Ресторан,"Садовая, Сенная Площадь, Балтийская, Спасская",1200.0,0.0,0.0,0.0,4.0,distr_others
7677,Небо,Кафе,Звездная,800.0,0.0,0.0,0.0,1.0,distr_others
7678,Nebulkovo,Кафе,Звездная,1000.0,0.0,0.0,0.0,2.0,distr_others
7679,Оазис десерт,Кафе,Елизаровская,900.0,0.0,0.0,0.0,2.0,distr_others
7680,Поместье,Ресторан,"Ленинский Проспект, Проспект Ветеранов",950.0,6.1,7.9,4.7,7.0,distr_others
7681,Pushkin Cake,Кондитерская,undefined,800.0,0.0,0.0,0.0,2.0,distr_others
7682,Принткафе,Кафе,"Чернышевская, Гостиный Двор, Невский Проспект, Площадь Ленина",200.0,0.0,0.0,0.0,1.0,distr_others
7683,Pulkovo Park,Кафе,Звездная,1000.0,0.0,0.0,0.0,2.0,distr_others
7684,Трикатель,Кафе,"Чернышевская, Площадь Восстания, Площадь Александра Невского",450.0,0.0,0.0,0.0,2.0,distr_others
7686,Робинзон,Кафе,undefined,800.0,0.0,0.0,0.0,1.0,distr_others
7689,Family,Ресторан,Площадь Ленина,1000.0,0.0,0.0,0.0,1.0,distr_others
7690,Улитка,Пекарня,Старая Деревня,100.0,0.0,0.0,0.0,2.0,distr_others
7691,Farfalla,Ресторан,Проспект Ветеранов,1200.0,0.0,0.0,0.0,2.0,distr_others
7692,Цех 85,Пекарня,Площадь Восстания,300.0,8.2,8.5,8.7,6.0,distr_others
7693,Часы,Кафе,undefined,850.0,8.3,8.9,8.5,5.0,distr_others
7694,Чебуречная и хинкальная № 1,Ресторан,"Маяковская, Площадь Восстания",1050.0,0.0,0.0,0.0,2.0,distr_others
7696,Sisters Coffee & Bakery,Кофейня,Фрунзенская,300.0,0.0,0.0,0.0,1.0,distr_others
7698,Smoke Food Bar,Кафе,"Технологический Институт, Фрунзенская",600.0,0.0,0.0,0.0,3.0,distr_others
7699,Sofabar,Ресторан,"Проспект Ветеранов, Ленинский Проспект, Автово",1100.0,0.0,0.0,0.0,1.0,distr_others
7700,Терраса,Ресторан,undefined,2000.0,7.5,7.1,8.0,3.0,distr_others
7701,Терра-кот,Кафе,Электросила,250.0,0.0,0.0,0.0,1.0,distr_others
7703,Олива,Кафе,Елизаровская,800.0,0.0,0.0,0.0,2.0,distr_others
7704,Павел Первый,Ресторан,undefined,1000.0,0.0,0.0,0.0,3.0,distr_others
7705,Папоротник,Кафе,"Лесная, Новочеркасская",950.0,0.0,0.0,0.0,1.0,distr_others
7706,Паста,Кафе,Балтийская,900.0,0.0,0.0,0.0,1.0,distr_others
7707,Пельмени-бар,Кафе,"Садовая, Сенная Площадь, Спасская",400.0,0.0,0.0,0.0,1.0,distr_others
7708,Petropolis,Кафе,Выборгская,1100.0,0.0,0.0,0.0,1.0,distr_others
7709,Парк Инн,Ресторан,Московская,900.0,0.0,0.0,0.0,1.0,distr_others
7710,Pizza Italiana & Coffee Time,Кафе,undefined,800.0,0.0,0.0,0.0,1.0,distr_others
7711,Петропавловский,Ресторан,"Маяковская, Площадь Восстания",1200.0,0.0,0.0,0.0,2.0,distr_others
7712,Манилов,Ресторанный комплекс,Технологический Институт,1100.0,0.0,0.0,0.0,6.0,distr_others
7714,Men'K Kings,Кафе,Ладожская,1000.0,0.0,0.0,0.0,1.0,distr_others
7715,Milano,Ресторан,Московские Ворота,1000.0,0.0,0.0,0.0,3.0,distr_others
7716,На берегу,Ресторан,"Елизаровская, Площадь Александра Невского",900.0,0.0,0.0,0.0,1.0,distr_others
7718,Натали,Паб,undefined,750.0,0.0,0.0,0.0,2.0,distr_others
7720,Коржов,Кафе,"Маяковская, Площадь Восстания",300.0,8.2,7.8,8.1,11.0,distr_others
7722,Coffee Story,Кофейня,undefined,400.0,0.0,0.0,0.0,1.0,distr_others
7725,Coffee Moose,Кофейня,Парнас,350.0,0.0,0.0,0.0,1.0,distr_others
7726,Гриль-бар 101,Стейк-хаус,undefined,1250.0,0.0,0.0,0.0,3.0,distr_others
7730,Зерно,Кафе,"Площадь Восстания, Маяковская",400.0,0.0,0.0,0.0,2.0,distr_others
7732,Imperial,Ресторан,"Маяковская, Площадь Восстания",2000.0,0.0,0.0,0.0,1.0,distr_others
7733,Багет,Кофейня,Комендантский Проспект,300.0,0.0,0.0,0.0,1.0,distr_others
7734,Any Day,Кафе,Площадь Александра Невского,300.0,9.2,9.3,9.2,3.0,distr_others
7735,Брандмейстер,Кафе,Московские Ворота,650.0,0.0,0.0,0.0,4.0,distr_others
7736,Berry Wood,Кафе,Лесная,800.0,0.0,0.0,0.0,2.0,distr_others
7737,Будукофе,Кофейня,Звездная,300.0,0.0,0.0,0.0,1.0,distr_others
7739,Venci,Кафе,Технологический Институт,500.0,0.0,0.0,0.0,1.0,distr_others
7740,Vienna,Кафе,"Маяковская, Площадь Восстания",2300.0,0.0,0.0,0.0,2.0,distr_others
7742,Вкусная империя,Ресторан,"Политехническая, Площадь Мужества",1450.0,0.0,0.0,0.0,2.0,distr_others
7743,На мельнице,Кафе,undefined,800.0,0.0,0.0,0.0,1.0,distr_others
7744,Odemi,Кондитерская,Проспект Славы,400.0,0.0,0.0,0.0,2.0,distr_others
7745,Наршараб,Ресторан,"Проспект Ветеранов, Ленинский Проспект",860.0,0.0,0.0,0.0,1.0,distr_others
7746,На Охте,Кафе,Новочеркасская,400.0,0.0,0.0,0.0,1.0,distr_others
7747,Rox,Бар,Звездная,1400.0,0.0,0.0,0.0,1.0,distr_others
7749,Propaganda,Ресторан,Удельная,800.0,6.0,4.0,4.6,3.0,distr_others
7750,Sports' Bar 84,Ресторан,Технологический Институт,1400.0,0.0,0.0,0.0,2.0,distr_others
7751,Terki,Бар,"Садовая, Сенная Площадь, Спасская",400.0,0.0,0.0,0.0,2.0,distr_others
7752,Теплого хлеба и под одеяло,Пекарня,Девяткино,300.0,0.0,0.0,0.0,1.0,distr_others
7753,Самарканд,Ресторан,"Автово, Ленинский Проспект",700.0,0.0,0.0,0.0,1.0,distr_others
7754,Tre Scalini,Пиццерия,undefined,1050.0,5.2,6.2,4.5,3.0,distr_others
7755,Венеция,Кондитерская,"Маяковская, Площадь Восстания",500.0,8.8,8.3,8.4,83.0,distr_others
7758,Void,Бар,Академическая,1000.0,0.0,0.0,0.0,2.0,distr_others
7760,Евразия,Ресторан,Гражданский Проспект,800.0,0.0,0.0,0.0,1.0,distr_others
7763,Камелот,Ресторан,undefined,1350.0,9.8,9.7,9.8,29.0,distr_others
7765,Il Sibo,Служба доставки,undefined,950.0,7.0,0.0,7.0,1.0,distr_others
